"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/1/2008 12:00:00 AM,17.0800,,"National City","","","","","7020 Seminole Pratt Whitney Rd","","Loxahatchee","FL","33470","MON","Purchase of Campaign Checks",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/31/2008 12:00:00 AM,383.7600,,"Kokomo's Island Grill","","","","","7040 Seminole Pratt Whitney Rd","","Loxahatchee","FL","33470","DIS","Kickoff Party",
8/1/2008 12:00:00 AM,1169.4400,,"Hendrick Services","","","","","17708  46th Ct. N.","","Loxahatchee","FL","33470","DIS","Signs",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/1/2008 12:00:00 AM,29.6500,"ADD","Supervisor of Elections","","","","","240 S. Military Trail","","West Palm Beach","FL","33416","DIS","Labels",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/21/2008 12:00:00 AM,49.5000,,"Supervisor of Elections","","","","","240 S Military Trail","","West Palm Beach","FL","33415","DIS","Labels",
8/21/2008 12:00:00 AM,140.1700,,"Hendricks Services","","","","","17708   46th Ct. N.","","Loxahatchee","FL","33470","DIS","Signs",
8/20/2008 12:00:00 AM,1753.4100,,"Mark Graphics","","","","","1000 Holland Drive, Suite 1","","Boca Raton","FL","33487","DIS","Post Cards",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/26/2008 12:00:00 AM,276.9900,"ADD","","Michelle","","Damone","","13500 75th Lane North","","West Palm Beach","FL","33412","PCW","Election day, water, food etc for volunt",
