"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
1/21/2010 12:00:00 AM,150.0000,,"Kane Photography","","","","","12794 W.Forest Hill Blvd.","","Wellington","FL","33134","MON","Campaign Photos",
1/21/2010 12:00:00 AM,240.0000,,"Voters Coalition c/o H. Ostrow","","","","","6585 Kensington Lane","Apt 206","Delray Beach","FL","33446","MON","Event Tickets, Journal ad",
2/3/2010 12:00:00 AM,200.0000,,"BSE Design & Communication","","","","","2250 Palm Lakes Blvd.","Suite 106","West Palm Beach","FL","33409","MON","Artwork/Layout Campaign Logo",
2/8/2010 12:00:00 AM,45.0000,,"South Palm Beach County Bar  Assn.","","","","","9858 Glades Rd. 189","","Boca Raton","FL","33434","MON","Monthly Membership Meeting",
2/8/2010 12:00:00 AM,38.0000,,"United States Postal Service","","","","","10299 Southern Blvd.","","West Palm Beach","FL","33411","MON","Rent Postal  Box",
2/27/2010 12:00:00 AM,40.0000,,"Boynton Beach Chamber of Commerce","","","","","1880 N. Congress Ave.","Ste106","Boynton Beach","FL","33426","MON","Membership Meeting",
3/1/2010 12:00:00 AM,1500.0000,,"Patriot Games Inc.","","","","","120 South Dixie Hwy.","Ste 202","West Palm Beach","FL","33401","MON","Campaign Manager",
3/2/2010 12:00:00 AM,60.0000,,"Forum Club","","","","","P.O. Box 16957","","Wellington","FL","33416","MON","Monthly Membership Meeting",
3/15/2010 12:00:00 AM,431.8500,,"Southern Ocean Marine ","","","","","79 South Main St.","Ste #2","Barnegat","NJ","08005","MON","Full Color Rack Cards",
3/25/2010 12:00:00 AM,20.0000,,"West Boca Chamber of Commerce","","","","","20283 State Road 7","Suite 30","Boca Raton","FL","33498","MON","Monthly Membership Meeting",
3/30/2010 12:00:00 AM,50.0000,,"Greater Boca Raton Chamber of Commerce","","","","","1800 North Dixie Hwy","","Boca Raton","FL","33432","MON","Monthly Membership Meeting",
3/30/2010 12:00:00 AM,15.0000,,"Palms West Chamber of Commerce","","","","","PO Box 1082","13901 Southern Blvd.","Loxahatchie","FL","33470","MON","Monthly Membership Meeting",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
4/7/2010 12:00:00 AM,250.0000,,"BSE Design","","","","","2250 Palm Beach Lakes Blvd.","","West Palm Beach","FL","33409","MON","Art Work & Design of Rack Cards",
4/12/2010 12:00:00 AM,35.2000,,"United States Postal Service","","","","","10299 Southern Blvd.","","Royal Palm Beach","FL","33411","MON","Postage",
4/7/2010 12:00:00 AM,696.4300,,"Preferred Printing & Graphics","","","","","791 Northlake Blvd.","","North Palm Beach","FL","33408","MON","Print Remittance Envelopes",
4/14/2010 12:00:00 AM,2500.0000,,"Patriot Games","","","","","120 S. Dixie Hwy","","West Palm Beach","FL","33401","MON","Campaign Manager",
4/14/2010 12:00:00 AM,40.0000,,"Forum Club","","","","","P.O.  Box 16957","","West Palm Beach","FL","33416","MON","Monthly Membership Meeting",
5/27/2010 12:00:00 AM,350.0000,,"BCE Design & Communications","","","","","2250 Palm Beach Lakes Blvd.","Suite 106","West Palm Beach","FL","33409","MON","Fundraiser Invitations ",
5/27/2010 12:00:00 AM,188.5100,,"Prefered Printing & Graphics #2","","","","","791 Northlake Blvd.","","North Palm Beach","FL","33408","MON","Invitations & Envelopes",
6/19/2010 12:00:00 AM,2846.6300,,"Artype, IncI","","","","","3530 Work Drive","","Ft. Meyers","FL","33916","MON","Campaign Signs",
5/31/2010 12:00:00 AM,2500.0000,,"Patriot Games","","","","","1205  S. Dixie Highway","","West Palm Beach","FL","33401","MON","Campaign Manager",
5/11/2010 12:00:00 AM,20.0000,,"West Boca Chamber of Commerce","","","","","20283 State  Road 7","","Boca Raton","FL","33498","MON","Monthly Membership Meeting",
5/18/2010 12:00:00 AM,200.0000,,"Inlet Grove Community High School","","","","","7071 Garden Road","","West Palm Beach","FL","33404","MON","Charity Event",
4/27/2010 12:00:00 AM,5371.2000,,"Supervisor of Elections","","","","","240 S. Military Trail","","West Palm Beach","FL","33415","MON","Qualifying Fee",
4/30/2010 12:00:00 AM,40.0000,,"Chamber of Commerce Palm Beaches","","","","","401 N. Fagler Drive","","West Palm Beach","FL","33401","MON","Monthly Membership Meeting",
5/11/2010 12:00:00 AM,45.0000,,"South Palm Beach County Bar Assn.","","","","","9858 Glades Road","#189","Boca Raton","FL","33484","MON","Association Meeting",
6/3/2010 12:00:00 AM,75.0000,,"Palm Beach County  Bar Association.","","","","","1601 Belvedere Road","#302","West Palm Beach","FL","33406","MON","Judicial Luncheon 3 people",
6/28/2010 12:00:00 AM,550.0000,,"Jupiter Stadium Ltd.","","","","","475 Main Street","","Jupiter","FL","33458","MON","Campaign  Event",
5/19/2010 12:00:00 AM,164.0000,,"City Cellar","","","","","7105 Rosemary Ave","","West Palm Beach","FL","33401","MON","Campaign Fund Raiser",
5/26/2010 12:00:00 AM,36.5000,,"Supervisor of Elections","","","","","240 S. Military Trail","","West Palm Beach","FL","33415","MON","Voter Information",
7/5/2010 12:00:00 AM,218.2000,,"Binks Forest Country Club","","","","","400 Binks Forest Drive","","Wellington","FL","33414","MON","Fundraiser",
7/15/2010 12:00:00 AM,1030.0000,,"Professional Contract Group","","","","","12701 W. Hampton Circle","","Wellington","FL","33414","MON","Construct Structure & Install Campaignn",
6/29/2010 12:00:00 AM,381.2200,,"Professional Contract Group","","","","","12701 W. Hampton Circle","","Wellington","FL","33414","MON","Purchase Materials for Sign Structures",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/19/2010 12:00:00 AM,797.7500,,"Southern Ocean Marine","","","","","79 South Main Street","","Barnegat","NJ","80005","MON","Advertising: T-Shirts, Pens",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/2/2010 12:00:00 AM,30.0000,,"Woman's Chamber of Commerce ","","","","","470 N Congress Ave, # B","","West Palm Beach","FL","33409","MON","Forum",
8/3/2010 12:00:00 AM,300.0000,,"Professional Contract Group","","","",""," 12701 W. Hampton Circle ","","Wellington","FL","33401","MON","Install campaign signs",
8/9/2010 12:00:00 AM,25.0000,,"Palms West Chamber of Commerce","","","","","PO Box 1082","","Loxahatchie, ","FL","33470","MON","Meeting",
8/15/2010 12:00:00 AM,5000.0000,,"Patriot Games Inc.","","","","","120 S.. Dixie Highway","Suite 202","West Palm Beach","FL","33401","MON","Campaign Manager",
8/15/2010 12:00:00 AM,358.8300,,"Prefered Printing & Graphics","","","","","791 Northlake Blvd.","","North Palm Beach","FL","33408","MON","Print Flyers, Envelopes",
8/15/2010 12:00:00 AM,76.6800,,"Sign-A-Rama","","","","","1367 North Military Trail","","West Palm Beach","FL","33409","MON","Produce Banner",
8/19/2010 12:00:00 AM,33.2500,,"Supervisor of Elections","","","","","250 S. Military Trail","","West Palm Beach","FL","33415","MON","Absentee Ballot  Information",
8/14/2010 12:00:00 AM,30.0000,,"Homeowner's League of Chatelaine, Inc.","","","","","P.O. Box 7481       ","","Delray Beach, Fl","FL","33484","MON","Fee to Distribute Campaign Material",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
9/8/2010 12:00:00 AM,30.0000,,"Woman's Chamber of Commerce","","","","","470 N Congress Ave, # B ","","West Palm Beach","Fl","33409","MON","Meeting",
8/27/2010 12:00:00 AM,36.0000,,"United States Postal Service ","","","","","10299 Southern Blvd.","","West Palm Beach, ","FL","33411","MON","Rent Postal Box",
8/27/2010 12:00:00 AM,300.0000,,"Professional Contract Group","","","","","12701 W. Hampton Circle ","","Wellington","FL","33414","MON","Erect campaign signs",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
9/12/2010 12:00:00 AM,120.0000,,"Caribean Americans for Community Involvement","","","","","Royal Palm Bch Cultural Center","151 Civic Center Way","Royal Palm Beach","FL","33411","MON","Annual Friendship Ball",
9/13/2010 12:00:00 AM,25.0000,,"Palms West Chamber of Commerce","","","","","PO Box 1082","","Loxahatchie,","FL","33470","MON","Meeting",
9/22/2010 12:00:00 AM,1022.5000,,"Artype,Inc","","","","","3530 Work Drive","","Ft. Meyers","FL","33414","MON","Print Signs",
9/20/2010 12:00:00 AM,75.0000,,"BSE Design","","","","","2250 Palm Beach Lakes Blvd.","","West Palm Beach,","Fl","33409","MON","Design Rack Cards",
9/22/2010 12:00:00 AM,1000.0000,,"Anne M. Delgado","","","","","1255 NW 105 Terrace","","Ocala","FL","33482","MON","Rent Sign Locations",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
9/30/2010 12:00:00 AM,200.0000,,"BSE Design","","","","","2250 Palm Beach Lakes Blvd.","Suite 106","West Palm Beach,","FL","33409","MON","Design Mailers",
9/30/2010 12:00:00 AM,7257.9500,,"Print Pelican","","","","","1770 West 10th Street","","Riviera Beach","FL","33404","MON","Absentee Mailers",
10/5/2010 12:00:00 AM,280.0000,,"Professional Contract Group","","","","","12701 W. Hampton Circle ","","Wellington","FF","33414","MON","Materials to construct signs",
10/7/2010 12:00:00 AM,1417.5000,,"Artype,Inc","","","","","3530 Work Drive","","Ft. Meyers","FL","33916","MON","Print Signs",
9/29/2010 12:00:00 AM,10.0000,,"Palm Beach Chapter Florida Credit League","","","","","3469 Summit Blvd","","West Palm Beach","FL","33406","MON","Candidate Forum",
10/7/2010 12:00:00 AM,20.0000,,"Wellington Chamber of Commerce","","","","","12230 W. Forest Hills Blvd.","","Wellington","FL","33414","MON","Meeting",
9/25/2010 12:00:00 AM,30.0000,,"Womans Chamber Foundation","","","","","4201 Westgate Ave","","West Palm Beach,","FL","33409","MON","Candidate Forum",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
10/12/2010 12:00:00 AM,30.0000,,"Homeowner's League of Chatelaine, Inc.","","","","","PO Box 7481","","Delray Beach","FL","33484","MON","Fee to Distribute Campaign Material",
10/12/2010 12:00:00 AM,63.6900,,"Office Depot","","","","","2495 S State Rd. 7","","Wellington","FL","33414","MON","Print Flyers",
10/12/2010 12:00:00 AM,20.0000,,"Woman's Chamber of Commerce","","","","","70 N Congress Ave, # B","","West Palm Beach,","FL","33409","MON","Meeting",
10/13/2010 12:00:00 AM,298.0700,,"Paddy Mac"s","","","","","10971 N Military Trail","","West Palm Beach,","FL","33410","MON","Fund Raiser",
10/13/2010 12:00:00 AM,700.0000,,"","Thomas","","Masters","","2638 Lake Drive","Apt3","Riviera Beach","Fl","33424","MON","Campaign Workers",
10/22/2010 12:00:00 AM,174.8000,,"South Ocean Marine","","","","","79 South Main Street","Ste. #2","Barnegat","NJ","08005","MON","Campaign Materials",
10/19/2010 12:00:00 AM,5839.5400,,"Prefered Printing & Graphics","","","","","791 Northlake Blvd.","","North Palm Beach","FL","33408","MON","Direct Mail ",
10/19/2010 12:00:00 AM,2560.4000,,"Print Pelican","","","","","120 S.. Dixie Highway","","West Palm Beach,","FL","33401","MON","Mailing Service",
10/12/2010 12:00:00 AM,45.5000,,"Supervisor of Elections","","","","","250 S. Military Trail","","West Palm Beach,","FL","33415","MON","Absentee Ballots",
10/20/2010 12:00:00 AM,873.6000,,"Patriot Games Inc.","","","","","120 S.. Dixie Highway","","West Palm Beach","FL","33401","MON","Reimburse  For Overseas Postage",
10/22/2010 12:00:00 AM,266.8700,,"Patriot Games Inc.","","","","","120 S.. Dixie Highway","","West Palm Beach,","FL","33401","MON","Reimburse Printing Additional Rack Cards",
10/27/2010 12:00:00 AM,5000.0000,,"Patriot Games Inc.","","","","","120 S.. Dixie Highway","","West Palm Beach","FL","33401","MON","Campaign Manager",
10/27/2010 12:00:00 AM,166.4300,,"Print Pelican","","","","","1770 West 10th Street","","Riviera Beach","FL","33404","MON","Pay Sales Tax on  Invoice of 10/19/2010 ",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
11/8/2010 12:00:00 AM,60.0000,,"Professional Contract Group","","","","","12701 W.Hampton Circle","","Wellington","FL","33414","MON","Sign Removal",
11/12/2010 12:00:00 AM,14.7000,,"Alice Finst","","","","","C/O Homeowners  Chaterlaine","P.O. Box 7481","Delray Beach","FL","33481","MON","Printing",
12/8/2010 12:00:00 AM,136.9300,,"Preferred Printing & Graphics","","","","","791 Northlake ","","No. Palm Beach","Fl","33408","MON","Printing",
1/28/2011 12:00:00 AM,571.2700,,"","Laurie","S.","Cohen","Mrs.","14050 Aster Ave","","Wellington","FL","33414","REF","Return of Loan",
