"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
3/23/2012 12:00:00 AM,29.2500,,"Piryx, Inc.","","","","","144 2nd Street, 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
3/24/2012 12:00:00 AM,1.1300,,"Piryx, Inc.","","","","","144 2nd St., 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
3/26/2012 12:00:00 AM,11.2500,,"Piryx, Inc.","","","","","144 2nd St., 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
3/28/2012 12:00:00 AM,7.8900,,"Piryx, Inc.","","","","","144 2nd St., 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
3/29/2012 12:00:00 AM,10.8100,,"Piryx, Inc.","","","","","144 2nd St., 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
3/31/2012 12:00:00 AM,14.6300,,"Piryx, Inc.","","","","","144 2nd St., 1st Floor","","San Francisco","CA","94105","MON","Online Donation Processing Fee",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
4/30/2012 12:00:00 AM,2.5000,,"Wells Fargo","","","","","450 S. Australian Avenue","","West Palm Beach","FL","33401","MON","Bank Service Charge",
4/3/2012 12:00:00 AM,118.5400,,"Harland Clarke","","","","","10931 Laureate Drive","","San Antonio ","TX","78249","MON","Check Order Fee",
5/9/2012 12:00:00 AM,90.0000,,"Cobrua Reporter","","","","","9070 Kimberly Blvd., Suite 55","","Boca Raton","FL","33434","MON","Advertising",
5/9/2012 12:00:00 AM,90.0000,,"UCO Reporter","","","","","24 Camden A","","West Palm Beach","FL","33417","MON","Advertising",
5/10/2012 12:00:00 AM,75.0000,,"Lake Worth West Democratic Club","","","","","8391 Winter Springs Lane","","Lake Worth","FL","33467","MON","Advertising",
6/1/2012 12:00:00 AM,5404.4000,,"Palm Beach County Supervisor of Elections","","","","","240 South Military Trail","","West Palm Beach","FL","33415","MON","Qualifying Fee",
6/22/2012 12:00:00 AM,1519.0000,,"Cornerstone Solutions & Communications","","","","","6917 Vista Parkway N., Suite 1","","West Palm Beach","FL","33411","MON","Website",
6/22/2012 12:00:00 AM,2785.2700,,"Cornerstone Solutions & Communications","","","","","6917 Vista Parkway N., Suite 1","","West Palm Beach","FL","33411","MON","Printing/Mailing/Graphic Design/Emails",
5/16/2012 12:00:00 AM,70.0000,,"Lake Worth West Democratic Club","","","","","8391 Winter Springs Lane","","Lake Worth","FL","33467","MON","Event Tickets",
6/12/2012 12:00:00 AM,90.0000,,"UCO Reporter","","","","","24 Camden A","","West Palm Beach","FL","33417","MON","Advertising",
7/2/2012 12:00:00 AM,100.0000,,"City of Boca Raton","","","","","201 West Palmetto Park Road","","Boca Raton","FL","33432","MON","Sign Permit",
5/31/2012 12:00:00 AM,2.5000,,"Wells Fargo","","","","","450 S. Australian Avenue","","West Palm Beach","FL","33401","MON","Bank Service Charge",
7/5/2012 12:00:00 AM,703.1000,,"Cornerstone Solutions & Communications","","","","","6917 Vista Parkway North","Suite 1","West Palm Beach","FL","33411","MON","Campaign Signs",
6/29/2012 12:00:00 AM,2.5000,,"Wells Fargo","","","","","450 S. Australian Avenue","","West Palm Beach","FL","33401","MON","Bank Service Charge",
6/29/2012 12:00:00 AM,8.0000,,"Wells Fargo","","","","","450 S. Australian Avenue","","West Palm Beach","FL","33401","MON","Bank Service Charge",
4/2/2012 12:00:00 AM,2.2500,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
4/3/2012 12:00:00 AM,4.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
4/19/2012 12:00:00 AM,22.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
4/30/2012 12:00:00 AM,11.2500,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/8/2012 12:00:00 AM,11.2500,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/9/2012 12:00:00 AM,22.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/15/2012 12:00:00 AM,22.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/18/2012 12:00:00 AM,1.1300,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco ","CA","94105","MON","Online Donation Processing Fee",
5/20/2012 12:00:00 AM,11.2500,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/24/2012 12:00:00 AM,22.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/25/2012 12:00:00 AM,4.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/29/2012 12:00:00 AM,9.0000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
5/30/2012 12:00:00 AM,4.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
6/4/2012 12:00:00 AM,4.5000,,"Piryx, Inc.","","","","","144 2nd Street","1st Floor","San Francisco","CA","94105","MON","Online Donation Processing Fee",
