"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
6/21/2012 12:00:00 AM,5.8600,,"U S POSTAL SERVICE","","","","","640 CLIMATIS ST. ","","WEST NPALM BEACH","FL","33401","MON","REGISTERED MAIL",
6/11/2012 12:00:00 AM,570.0000,,"SUPERVISOR OF ELECTIONS","","","","","240 SOUTH MILITARY TRAIL","","WEST PALM BEACH ","FL","33415","MON","QUALIFICATION",
6/4/2012 12:00:00 AM,140.5000,,"SUPERVISOR OF ELECTIONS","","","","","240 SOUTH MILITARY TRAIL","","WEST PALM BEACH","FL","33415","MON","VOTERS INFORMATION",
6/25/2012 12:00:00 AM,16.0200,,"MURPHY LAKE PARK","","","","","103 N CONGRESS AVE","","LAKE PARK","FL","33403","CCP","PETROLEUM",
6/25/2012 12:00:00 AM,30.6500,,"WAL-MART","","","","","101 N. CONGRESS","","LAKE PARK","FL","33403","CCP","OFFICE SUPPLIES",
7/3/2012 12:00:00 AM,400.6800,,"WAL-Mart","","","","","101 N. CONGRESS","","LAKE PARK","FL","33403","MON","HP PC",
7/3/2012 12:00:00 AM,500.0000,,"GAS TRUST OF FL GEORGE BLACK","","","","","112 CLAREMONT LN. #2","","PALM BEACH SHORES","FL","33404","REF","repay trust partial loan",
6/27/2012 12:00:00 AM,7.9600,,"HOSTGATOR.COM","","","","","11251 N. W. FREEWAY","","HOUSTON","TX","77092","MON","HOSTING ACCOUNT",
6/27/2012 12:00:00 AM,14.9900,,"GO DADDY","","","","","14455 N. HAYDEN RD","","SCOTTSDALE","AZ","85260","MON","WEB HOSTING",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
6/26/2012 12:00:00 AM,47.4200,"ADD","GODADDY.COM","","","","","WILL NOT SUPPLY","","WILL NOT SUPPLY","WI","WILL NOT S","CCP","INTERNET WEB SETUP",
7/5/2012 12:00:00 AM,12.7100,"ADD","STAPLES","","","","","1260Northlake Blvd.","","LAKEPARK","Fl","33403","CCP","BUSINESS EXPENSE",
6/26/2012 12:00:00 AM,65.4700,"ADD","VISTAPRINT","","","","","95 HAYDON AVE. LEXINGTON","","LEXINGTON","MA","02421","CCP","WEB SITE PKG",
7/6/2012 12:00:00 AM,19.9900,"ADD","VISTAPRINT","","","","","95 HAYDON AVE LEXINGTON","","LEXINGTON","MA","02421","CCP","WEB PKG.",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/19/2012 12:00:00 AM,21.2000,,"WALMART","","","","","101 N. CONGRESS AVE","","LAKE PARK","FL","33403","CCP","COMPUTER CABLE",
7/19/2012 12:00:00 AM,31.7800,,"OFFICE DEPOT","","","","","2420 PGA BLVD.","","PALM BEACH GARDENS","FL","33410","CCP","OFICE SUPPLIES",
7/20/2012 12:00:00 AM,11.3400,,"FEDEX","","","","","12050 U. S. HIGHWAY 1 ","","NORTH PALM BEACH","FL","33408","CCP","PRINTING",
7/20/2012 12:00:00 AM,12.7200,,"THE UPS STORE","","","","","378 NORTHLAKE BLVD.","","NORTH PALM BEACH","FL","33408","CCP","PRINTING",
7/20/2012 12:00:00 AM,20.3600,,"THE UPS STORE","","","","","378 NORTHLAKE BLVD.","","NORTH PALM BEACH","FL","33408","CCP","PRINTING",
7/19/2012 12:00:00 AM,31.5800,,"OFFICE DEPOT","","","","","2420 PGA BLVD.","","PALM BEACH GARDENS","FL","33410","CCP","OFFICE SUPPLIES",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/21/2012 12:00:00 AM,30.0500,,"7-ELEVEN","","","","","1220 N. FEDERAL HIGHWAY","","LAKE PARK","FL","33408","CCP","GASOLINE",
7/23/2012 12:00:00 AM,0.0300,,"LAKE PARK VALERO","","","","","1401 10TH ST.","","LAKE PARK","FL","33403-2041","CCP","GAS",
7/23/2012 12:00:00 AM,7.2100,,"7-ELEVEN","","","","","1220 FEDERAL HIGHWAY","","LAKE PARK","FL","33403","CCP","PETROLEUM",
7/23/2012 12:00:00 AM,0.0300,,"VALERO GAS STATION","","","","","1401 10TH ST.","","LAKE PARK","FL","33403","CCP","PETROLEUM",
7/31/2012 12:00:00 AM,10.2300,,"EUROPEAN BP","","","","","1840 PALM BEACH LAKES BLVD.","","WEST PALM BEACH","FL","33401-2002","CCP","PETROLEUM",
8/9/2012 12:00:00 AM,126.6700,,"GOODWAY PRINTING & COPY CENTER","","","","","101 E BLUE HERRON BLVD. ","","RIVIERA BEACH","FL","33404","MON","PRINTING",
8/3/2012 12:00:00 AM,42.1800,,"FRIGATES WATERFRONT BAR & GRILL","","","","","400 U. S. HWY. 1","","NORTH PALM BEACH","FL","33408","CCP","MEETING",
7/27/2012 12:00:00 AM,63.6100,,"VISTAPRINT","","","","","95 HAYDON AVE. LEXINGTON","","LEXINGTON","MA","02421","CCP","PRINTING",
7/27/2012 12:00:00 AM,9.9500,,"HOSTGATOR","","","","","11251 N. W. FREEWAY","","HOUSTON","TX","77092","CCP","INTERNET SERV.",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/13/2012 12:00:00 AM,94.9500,,"WEB.COM","","","","","12808 GRAIN BAY PKWY, WEST","","JACKSONVILLE","FL","32258","CCP","WEB PAGE",
8/13/2012 12:00:00 AM,25.0000,,"WEB.COM","","","","","12808 GRAIN BAY PKWY, WEST","","JACKSONVILE","FL","32258","CCP","WEB PAGE",
8/17/2012 12:00:00 AM,95.0000,,"REPUBLICAN PARTY OF PALM BEACJ]H","","","","","1555 PALM BEACH LAKES BLVD.","","WEST PALM BEACH","FL","33401","CCP","POLITICAL PROMOTION",
8/22/2012 12:00:00 AM,41.3200,,"STAPLES","","","","","1260 NORTH LAKE BLVD.","","LAKE PARK ","FL","33403","CCP","INK",
8/22/2012 12:00:00 AM,12.0500,,"SINGER ISLAND GAS STATION","","","","","1260 PLAZA CIR","","SINGER ISLAND","FL","33404","CCP","GAS",
8/29/2012 12:00:00 AM,5.0000,,"HESS","","","","","1216 NORTHLAKE","","LAKEPARK","FL","33403","CCP","GAS",
8/23/2012 12:00:00 AM,7.0200,,"HESS GAS STATION","","","","","1216 NORTHLAKE BLVD","","LAKE PARK","FL","33403","CCP","GAS",
8/23/2012 12:00:00 AM,15.0500,,"RIVIERA BEACH BP","","","","","2520 BROADWAY","","RIVIERA BEACH","FL","33404","CCP","GAS",
8/23/2012 12:00:00 AM,26.5000,,"GEORGE BLACK JR","","","","","112 CLAREMONT LN. #2","","PALM BEACH SHORES","FL","33404","PCS","BUSINESS",
8/27/2012 12:00:00 AM,9.9500,,"HOSTGATOR","","","","","11251 N FREEWAY","","HOUSTON","TX","77092","CCP","WEB HOSTING",
8/27/2012 12:00:00 AM,75.0000,,"GEORGE BLACK JR","","","","","112 CLAREMONT LN. #2","","PALM BEACH SHORES","FL","33404","PCS","OFFICE SUPPLIES",
8/27/2012 12:00:00 AM,10.0000,,"7-ELEVEN","","","","","1220 FEDERAL HWY","","LAKE PARK","FL","33403","CCP","GAS",
8/27/2012 12:00:00 AM,10.0100,,"MURPHY","","","","","103 N CONGRESS","","LAKE PARK","FL","33403","CCP","GAS",
8/27/2012 12:00:00 AM,23.0100,,"FRIGATES WATERFRONT","","","","","400 US 1","","NORTH PALM BEACH","FL","33408","CCP","DINNER",
8/30/2012 12:00:00 AM,41.3200,,"STAPLES","","","","","1260 NORTHLAKE BLVD","","LAKE PARK","FL","33403","CCP","INK",
8/30/2012 12:00:00 AM,7.0000,,"MARATHO PET.","","","","","1201 BROADWAY","","RIVIERA BEACH","FL","33404","CCP","GAS",
8/31/2012 12:00:00 AM,6.6700,,"MCDONALDS","","","","","9880 ALTERNATE A1A","","PALM BEACH GARDENS","FL","33410","CCP","FOOD",
9/4/2012 12:00:00 AM,200.0000,,"REPUBLICAN PARTY OF PALM BEACH","","","","","1555 PALM BEACH LAKES BLVD SUI","","WEST PALM BEACH","FL","33401","PCS","POLITICAL PROMOTION",
9/4/2012 12:00:00 AM,33.8000,,"WALMART SUPER CENTER","","","","","101 N CONGRESS","","LAKE PARK","FL","33403","CCP","SUPPLIES",
9/4/2012 12:00:00 AM,10.0800,,"SINGER ISLAND GAS STATION","","","","","1260 PLAZA CIR","","SINGER ISLAND","FL","33404","CCP","GAS",
