"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
4/9/2007 12:00:00 AM,55.2700,,"metro pcs","","","","","po box 5119","","dallas","tx","75360","MON","campaign phone bill",
4/27/2007 12:00:00 AM,15.0000,,"voaters coalition of palm beach county","","","","","6585 kennesington ln","","delray beach","fl","33446","MON","membership fee",
5/8/2007 12:00:00 AM,55.2700,,"metro pcs","","","","","po box 5119","","dallas","tx","75360","MON","campaign phone bill",
5/31/2007 12:00:00 AM,40.9300,,"loggers run chevron","","","","","11000 palmeto park rd","","boca raton","fl","33428","MON","fuel",
6/1/2007 12:00:00 AM,266.0000,,"clerk & comptroller","","","","","po box 4667","","west palm beach","fl","33402","MON","filing fee",
6/4/2007 12:00:00 AM,48.4200,,"usps","","","","","11400 palmetto park rd","","boca raton","fl","33428","MON","us mail return receipt fee",
6/7/2007 12:00:00 AM,55.5500,,"metro pcs","","","","","po box5119","","dallas","tx","75360","MON","campaign cell phone",
6/18/2007 12:00:00 AM,32.8000,,"publix","","","","","11650 palmetto park road","","boca raton","fl","33428","MON","stamps",
6/18/2007 12:00:00 AM,50.0000,,"publix","","","","","11650 palmetto park road","","boca raton","fl","33428","PCW","petty cash",
6/25/2007 12:00:00 AM,20.0000,,"clerk & comptroller","","","","","po box 4667","","west palm beach","fl","33402","MON","subpoena fee",
6/29/2007 12:00:00 AM,25.6300,,"office max","","","","","20455 st rd 7","","boca raton","fl","33498","MON","office supplies",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/2/2007 12:00:00 AM,38.2400,,"loggers run chevron","","","","","11509 w palmetto pk rd","","boca raton","fl","33428","MON","fuel",
7/5/2007 12:00:00 AM,23.0100,,"Office Max","","","","","20445 St Rd &","","Boca Raton","fl","unk","MON","office supplies",
7/9/2007 12:00:00 AM,55.5500,,"metro pcs","","","","","20400 st rd 7","","boca raton","fl","unk","MON","campaign cell",
7/9/2007 12:00:00 AM,9.2200,,"west boca postal store","","","","","11000 w palmetto pk rd","","boca raton","fl","33428","MON","us mail",
7/11/2007 12:00:00 AM,12.2200,,"west boca postal store","","","","","11400 w palmetto pk rd","","boca raton","fl","33428","MON","us mail",
7/17/2007 12:00:00 AM,5.2100,,"west boca postal store","","","","","11400 w palmetto pk rd","","boca raton","fl","33428","MON","us mail",
7/24/2007 12:00:00 AM,79.3100,,"dell corporation","","","","","4555 creekside pky","","lockbourne","oh","43137","MON","computer ink supplies",
7/26/2007 12:00:00 AM,31.2400,,"Chevron station","","","","","military trail and 10th ave","","lake worth","fl","unk","MON","fuel",
7/27/2007 12:00:00 AM,16.4600,,"fedex express","","","","","3965 airways module G","","memphis","tn","38116","MON","fex mail",
7/27/2007 12:00:00 AM,14.1300,,"fedex express","","","","","3965 airways module G","","memphis","tn","38116","MON","fedex mail",
7/30/2007 12:00:00 AM,138.0000,,"palm beach sheriff''s office","","","","","3228 gun club rd","","west palm beach","fl","33406","MON","public records request",
8/6/2007 12:00:00 AM,16.4600,,"fedex express","","","","","3965 airways module G","","memphis ","tn","38116","MON","fedex mail",
8/6/2007 12:00:00 AM,10.4200,,"west boca postal store","","","","","11400 w palmetto pk rd","","boca raton","fl","33438","MON","us mail",
8/7/2007 12:00:00 AM,55.4900,,"metro pcs","","","","","20400 st rd 7","","boca raton","fl","unk","MON","campaign cell",
9/5/2007 12:00:00 AM,38.9100,,"west boca postal store","","","","","11400 w palmetto pk rd","","boca raton","fl","33428","MON","mail/stamps",
9/7/2007 12:00:00 AM,128.5000,,"Network Solutions","","","","","13861 Sunrise Valley Dr","","Herndon","Va","20171","MON","Web Site Renewal",
9/7/2007 12:00:00 AM,55.4900,,"Metro PCS","","","","","20400 St Rd 7","","Boca Raton","FL","unk","MON","Campaign Cell",
9/12/2007 12:00:00 AM,35.8700,,"Sandalfott Mobil","","","","","23000 St Rd 7","","Boca Raton","Fl","unk","MON","Fuel",
9/12/2007 12:00:00 AM,15.0000,,"City of Boca Raton","","","","","SW @nd Ave","","Boca Raton","Fl","unk","MON","Finger print card fee",
9/12/2007 12:00:00 AM,6.2800,,"west Boca Postal Store","","","","","11400 W Palmetto Pk Rd","","Boca Raton","Fl","33428","MON","US Mail",
9/13/2007 12:00:00 AM,16.2500,,"West Boca Postal Store","","","","","11400 W palmetto Pk Rd","","Boca Raton","Fl","33438","MON","US Mail",
9/14/2007 12:00:00 AM,256.0000,,"Clerk & Comptroller","","","","","301 N Dixie Hgy","","West Palm Beach ","fL","33401","MON","Filing Fee",
7/2/2007 12:00:00 AM,16.3100,,"West Boca Postal Store","","","","","Shoppes of Loggers Run","","Boca Raton","FL","33428","MON","US Mail",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
10/9/2007 12:00:00 AM,55.4900,,"metro pcs","","","","","10500 glades rd","","boca raton","fl","33438","MON","campaign cell phone",
10/17/2007 12:00:00 AM,9.0900,,"west boca postal store","","","","","11500 palmetto park rd","","boca raton","fl","33428","MON","usps mail",
10/19/2007 12:00:00 AM,5.9400,,"west boca postal store","","","","","11500 palmetto park rd","","boca raton","fl","33428","MON","usps mail",
11/6/2007 12:00:00 AM,25.0000,,"clerk of court","","","","","200 w atlantic ave","","delray beach","fl","33440","MON","certified copies",
11/7/2007 12:00:00 AM,55.4900,,"metro pcs","","","","","10500 glades rd","","boca raton","fl","33498","MON","campaign cell",
11/8/2007 12:00:00 AM,36.7100,,"office max","","","","","20455 st rd 7","","boca raton","fl","33498","MON","office supplies",
11/17/2007 12:00:00 AM,32.2800,,"brewzzi's restaurant","","","","","glades & butts rd","","boca raton","fl","33498","MON","business lunch",
11/19/2007 12:00:00 AM,51.0000,,"clerk of court","","","","","301 n dixie ","","west palm beach","fl","33401","MON","court filing fee",
11/19/2007 12:00:00 AM,300.0000,,"clerk of court","","","","","301 dixie highway","","west palm beach","fl","33401","MON","court filing fee",
12/7/2007 12:00:00 AM,55.4400,,"metro pcs","","","","","10500 glades rd","","boca raton","fl","33498","MON","campaign cell phone",
