"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
7/31/2015 12:00:00 AM,292.0500,,"Anedot, Incorporated","","","","","10156 Perkins Rowe, Suite 217F","","Baton Rouge","LA","70810","MON","Online Donation Processing Fee",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
8/3/2015 12:00:00 AM,1000.0000,,"CS Media Works","","","","","1401 Forum Way #730","","West Palm Beach ","FL","33401","MON","Campaign Consulting",
8/3/2015 12:00:00 AM,2000.0000,,"EDGE Communications","","","","","2929 SW 3rd Avenue, Ste 220","","Miami","FL","33129","MON","Campaign Consulting",
8/3/2015 12:00:00 AM,2060.0000,,"","Chris","","Bentley","","Post Office Box 10534","","Riviera Beach","FL","33419","MON","Campaign Management",
8/31/2015 12:00:00 AM,63.6000,,"Anedot, Incorporated","","","","","10156 Perkins Rowe, Suite 217F","","Baton Rouge","LA","70810","MON","Online Donation Processing Fee",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
9/1/2015 12:00:00 AM,1000.0000,,"","Chris","","Bentley","","Post Office Box 10534","","Riviera Beach","FL","33419","MON","Campaign Management",
9/3/2015 12:00:00 AM,100.0000,,"Roanoke Baptist Church","","","","","1320 Douglass Avenue","","West Palm Beach","FL","33401","MON","Event Sponsorship / Advertisment ",
9/14/2015 12:00:00 AM,106.5600,,"Staples","","","","","1260 Northlake Boulevard","","Lake Park","FL","33403","MON","Office Supplies / Stationary",
9/16/2015 12:00:00 AM,49.0000,,"USPS","","","","","1905 Blue Heron Boulevard","","Riviera Beach","FL","33404","MON","Poastage",
9/30/2015 12:00:00 AM,58.6500,,"Anedot, Incorporated ","","","","","10156 Perkins Rowe, Suite 217F","","Baton Rouge","LA","70810","MON","Online Donation Processing Fee",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
10/9/2015 12:00:00 AM,1000.0000,,"MDW Communications LLC","","","","","601 NW 82nd Ave #432","","Plantation","FL","33324","MON","Campaign Materials",
10/9/2015 12:00:00 AM,4500.0000,,"MDW Communications LLC","","","","","601 NW 82nd Ave #432","","Plantation","FL","33324","MON","Campaign Wesite / Social Media / SEO ",
10/15/2015 12:00:00 AM,1532.4400,,"Hilton - Singer Island ","","","","","3700 North Ocean Drive","","Riviera Beach","FL","33404","MON","Campaign Kick Off Event",
10/14/2015 12:00:00 AM,198.8000,,"Westside Reprographics","","","","","6470 Garden Road","","Riviera Beach","FL","33404","MON","Campaign Posters / Signs",
10/14/2015 12:00:00 AM,205.1600,,"Able Printing","","","","","1110 53rd Court South","","West Palm Beach","FL","33407","MON","Capaign Stickers",
10/15/2015 12:00:00 AM,435.5800,,"Staples","","","","","1260 Northlake Boulevard","","Lake Park","FL","33403","MON","Campaign Materials / Printing",
10/15/2015 12:00:00 AM,51.9900,,"Publix","","","","","374 Northlake Boulevard","","Lake Park","FL","33408","MON","Campaign Kick Off Event",
10/1/2015 12:00:00 AM,1250.0000,,"Chris Bentley","","","","","Post Office Box 10534","","Riviera Beach","FL","33419","MON","Campaign Management",
10/14/2015 12:00:00 AM,325.0000,,"Erles Fleurimond / Zoe Nation Apparel LLC","","","","","6461 Garden Road, #124","","Riviera Beach","FL","33404","MON","Campaign T-Shirts",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
10/14/2015 12:00:00 AM,325.0000,"DEL","Erles Fleurimond / Zoe Nation Apparel LLC","","","","","6461 Garden Road, #124","","Riviera Beach","FL","33404","MON","Campaign T-Shirts",
10/14/2015 12:00:00 AM,325.0000,"ADD","Erles Fleurimond / Tee Shirt Guys ","","","","","6461 Garden Road, #124","","Riviera Beach","FL","33404","MON","Campaign T-Shirts",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
10/31/2015 12:00:00 AM,84.9000,"ADD","Anedot, Incorporated ","","","","","10156 Perkins Rowe, Suite 217F","","Baton Rouge","LA","70810","MON","Online Donation Processing Fee",
