"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
3/14/2012 12:00:00 AM,500.0000,,"LPS","","","","","601 Riverside Avenue","","Jacksonville","FL","32204","REF","Refund Contribution",
3/16/2012 12:00:00 AM,109.8200,,"Broken Sound Club, Inc.","","","","","2401 Willow Spring Drive","","Boca Raton","FL","33496","DIS","Dining",
3/26/2012 12:00:00 AM,179.9900,,"Goodway Printing & Copy Center","","","","","101 East Blue Heron Blvd.","","Riviera Beach","FL","33404","DIS","Envelopes and flyers",
3/14/2012 12:00:00 AM,75.0000,,"Leadership Palm Beach County","","","","","2751 South Dixie Highway","Suite 1A","West Palm Beach","FL","33405","DIS","Awards Dinner",
3/14/2012 12:00:00 AM,45.0000,,"Palm Beach County NOW","","","","","2600 N.Flagler Drive","#207","West Palm Beach","FL","33401","DIS","Awards Dinner",
3/14/2012 12:00:00 AM,50.0000,,"League of Women Voters","","","","","PO Box 6208","","Delray Beach","FL","33482","DIS","Awards Presentation",
3/30/2012 12:00:00 AM,40.0000,,"Economic Forum","","","","","PO Box 14834","","North Palm Beach","FL","33408","DIS","Luncheon",
1/24/2012 12:00:00 AM,29.3600,,"Harland Clarke","","","","","10931 Laureate Drive","","San Antonio","TX","78249","DIS","Checks",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
3/21/2012 12:00:00 AM,22.5000,"ADD","pirxy.com","","","","","pirxy.com","","West Palm Beach","FL","33402","CCP","on-line contribution service",
"ExpenditureDate","ExpenditureAmount","AmendmentType","EntityName","FirstName","MiddleName","LastName","NameSuffix","Address1","Address2","City","State","Zip","ExpenditureType","PurposeOfExpense",
5/16/2012 12:00:00 AM,125.0000,,"Legal Aid Society of PB County","","","","","423 Fern Street","","West Palm Beach","FL","33401","MON","Annual PB Recognition Dinner",
5/18/2012 12:00:00 AM,35.0000,,"Lake Worth West Democratic Club","","","","","8391 Winter Springs Lane","","Lake Worth","FL","33467","MON","30th Anniversary Luncheon",
5/22/2012 12:00:00 AM,250.0000,,"Kings Point Democratic Club","","","","","7455 NW 7th Place","","Margate","FL","33063","CCP","Ad-Newsletter, 3 months",
